"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-17531,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the apache-log4j-extra (version 1.2.x) jar in the classpath, and an attacker can provide a JNDI service to access, it is possible to make the service execute a malicious payload.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2019-20330,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.10.2 lacks certain net.sf.ehcache blocking.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-10672,NVD-CWE-Other,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.aries.transaction.jms.internal.XaPooledConnectionFactory (aka aries.transaction.jms).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-10673,NVD-CWE-Other,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to com.caucho.config.types.ResourceRef (aka caucho-quercus).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-10968,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.aoju.bus.proxy.provider.remoting.RmiProvider (aka bus-proxy).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-10969,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to javax.swing.JEditorPane.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-11111,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.activemq.* (aka activemq-jms, activemq-core, activemq-pool, and activemq-pool-jms).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-11112,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.proxy.provider.remoting.RmiProvider (aka apache/commons-proxy).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-11113,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.openjpa.ee.WASRegistryManagedRuntime (aka openjpa).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-11619,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.springframework.aop.config.MethodLocatingFactoryBean (aka spring-aop).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-11620,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.jelly.impl.Embedded (aka commons-jelly).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-14060,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to oadd.org.apache.xalan.lib.sql.JNDIConnectionPool (aka apache/drill).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-14061,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to oracle.jms.AQjmsQueueConnectionFactory, oracle.jms.AQjmsXATopicConnectionFactory, oracle.jms.AQjmsTopicConnectionFactory, oracle.jms.AQjmsXAQueueConnectionFactory, and oracle.jms.AQjmsXAConnectionFactory (aka weblogic/oracle-aqjms).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-14062,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to com.sun.org.apache.xalan.internal.lib.sql.JNDIConnectionPool (aka xalan2).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-14195,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to org.jsecurity.realm.jndi.JndiRealmFactory (aka org.jsecurity).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-24616,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.6 mishandles the interaction between serialization gadgets and typing, related to br.com.anteros.dbcp.AnterosDBCPDataSource (aka Anteros-DBCP).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-24750,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.6 mishandles the interaction between serialization gadgets and typing, related to com.pastdev.httpcomponents.configuration.JndiConfiguration.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-25649,CWE-611 Improper Restriction of XML External Entity Reference ('XXE'),"A flaw was found in FasterXML Jackson Databind, where it did not have entity expansion secured properly. This flaw allows vulnerability to XML external entity (XXE) attacks. The highest threat from this vulnerability is data integrity.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-35490,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.8 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.dbcp2.datasources.PerUserPoolDataSource.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-35491,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.8 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.dbcp2.datasources.SharedPoolDataSource.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-35728,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.8 mishandles the interaction between serialization gadgets and typing, related to com.oracle.wls.shaded.org.apache.xalan.lib.sql.JNDIConnectionPool (aka embedded Xalan in org.glassfish.web/javax.servlet.jsp.jstl).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
reqmgr/reqmgr_dev/Dev_812,"Mon, 5 Sep 2022 05:43:36 -0400",datatable-dependencies-1.1.14.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.9.9),/home/jenkins/agent/workspace/reqmgr/reqmgr_dev/com.ibm.security.access.reqmgr.cucumber/libs/datatable-dependencies-1.1.14.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",5d9a066c8ee9343cf9b64c3c22fec41a,4d5671aad3f615e2ace4989d87c3e4f5291ebc14,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.9.9,"cpe:2.3:a:fasterxml:jackson-databind:2.9.9:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.9.9:*:*:*:*:*:*:*",CVE-2020-36179,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.8 mishandles the interaction between serialization gadgets and typing, related to oadd.org.apache.commons.dbcp.cpdsadapter.DriverAdapterCPDS.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,15
